name,transient_RA,transient_Dec,status,disc_date,spec_class,transient_z,host_photo_z
2019zag,128.1940436,50.39161792,Ignore,1/25/20 0:00,,,0.096121992
2020aym,137.2370014,28.63286458,Ignore,1/26/20 0:00,,,0.19969719
2019wyp,196.6545777,16.59137241,Ignore,1/26/20 0:00,SN Ia,0.081,0.088132859
2020azn,141.9185198,35.53007503,Ignore,1/26/20 0:00,SN Ia,0.14,0.217516125
2020azp,194.4879167,-1.889885566,Ignore,1/26/20 0:00,,,0.038490875
2020azx,145.9684558,32.16406127,Ignore,1/26/20 0:00,,,0.143926025
2020eol,137.6789807,24.79166857,Ignore,1/26/20 0:00,,,0.151643292
2020bkw,143.1722379,31.90976801,Ignore,1/29/20 0:00,,,0.02504837
2019lbi,190.0880037,1.274001555,Ignore,1/19/20 0:00,SN II,0.013,0.036589259
2020ahd,194.2482113,19.70395587,Ignore,1/29/20 0:00,,,0.071790159
2020bkv,195.0644694,5.364795395,Ignore,1/29/20 0:00,,,0.103192914
2020biq,119.2415787,40.87332436,Ignore,1/28/20 0:00,,,0.073967456
2020bam,121.3077729,40.8401028,Ignore,1/23/20 6:25,,,0.312649338
2020bnw,147.6828432,35.68859667,Ignore,1/31/20 0:00,,,0.307062519
2020dtk,197.8663216,-4.360973784,Ignore,2/3/20 0:00,,,
2020bvx,196.6320756,2.780740249,Ignore,2/4/20 0:00,,,0.299433
2020bxc,147.9538187,34.12318402,Ignore,1/31/20 11:48,,,0.093814226
2020clh,150.8182477,-11.25032483,Ignore,2/5/20 0:00,,,
2019aabv,147.5874491,32.02894335,Ignore,2/5/20 0:00,,,0.305963533
2020dxa,239.6795473,26.81934321,Ignore,3/3/20 14:38,SN Ia,,0.013670378
2020dbd,142.9886877,33.20965794,Ignore,3/10/20 0:00,SN II,0.042335,0.042904829
2020bwr,248.7472213,36.20767197,Ignore,3/10/20 0:00,SN II,0.060637,0.063639174
2020dwq,241.7391133,32.52926835,Ignore,3/10/20 0:00,,,0.133270014
2020dvu,228.3828231,0.351692155,Ignore,3/10/20 0:00,,,0.140458394
2020duv,241.2557682,27.26027844,Ignore,3/10/20 0:00,SN Ia-91T-like,0.04567,0.053977386
2020dwg,239.6033467,32.96892102,Ignore,3/10/20 0:00,SN Ia,0.048,0.038923239
2020dvl,229.0480945,0.079529691,Ignore,3/10/20 0:00,,,0.143555087
2020ejj,246.3140547,25.38285686,Ignore,3/10/20 0:00,,,0.073277913
2020ejl,232.7193981,-4.099850987,Ignore,3/10/20 0:00,,,
2020hau,240.7672205,27.65523909,Ignore,3/10/20 0:00,,,0.106072806
2020ebc,155.2289024,3.864089802,Ignore,3/11/20 0:00,,,0.124876414
2020elu,185.2913425,20.23536538,Ignore,54:43.2,,,0.37560034
2020elt,185.4414975,19.70059526,Ignore,54:43.2,,,0.130938599
2020ebm,169.8147455,10.11985335,Ignore,3/21/20 0:00,,,0.126743139
2020dec,187.1409576,7.450764953,Ignore,3/21/20 0:00,,,0.076656204
2020dyc,219.9750259,-7.68829304,Ignore,3/21/20 0:00,SN Ia,0.07,
2020hav,209.3559644,31.21005064,Ignore,44:38.4,,,
2020eqz,207.4705077,35.57786609,Ignore,3/21/20 12:43,,,0.105833103
2020era,207.5448466,34.86378723,Ignore,3/21/20 12:43,,,0.170211675
2020eta,138.2399528,36.18636473,Ignore,3/22/20 0:00,,,0.113306623
2020eci,230.8120517,0.064954208,Ignore,3/23/20 0:00,SN Ia,0.069,0.070330667
2020ghs,236.4551156,17.22522085,Ignore,17:16.8,,,
2020evr,192.3872128,20.05160785,Ignore,3/23/20 0:00,,,0.066046931
2020ghr,236.1551976,17.65445195,Ignore,17:16.8,,,0.756533
2020evl,249.8436386,35.31607041,Ignore,3/23/20 13:47,,,0.532613
2020evt,229.0767086,0.10051621,Ignore,3/23/20 0:00,,,0.128029017
2020evp,192.8262664,3.882171799,Ignore,3/23/20 0:00,,,0.141272297
2020evq,197.7114257,6.913441686,Ignore,3/23/20 0:00,,,0.105360216
2020evu,238.1204487,24.49411844,Ignore,3/23/20 0:00,SN Ia,0.0581,0.142050264
2020evo,193.5176904,5.939374233,Ignore,43:40.8,,,0.110530146
2020erx,155.2388897,-2.87699803,Ignore,44:09.6,,,0.117781926
2020eru,157.8472067,-3.12026511,Ignore,3/24/20 0:00,,,0.207539206
2020eyv,148.57644,2.741050443,Ignore,3/24/20 0:00,,,0.050857273
2020eyu,155.3997611,4.022903434,Ignore,12:28.8,,,0.107325498
2020eyt,151.0129457,3.129941647,Ignore,3/24/20 0:00,,,0.501579
2020far,231.0786398,10.47038574,Ignore,42:43.2,,,0.279672845
2020azk,195.699707,-5.041728543,FollowupFinished,1/26/20 0:00,SN Ib,0.087,0.116819035
2020fc,154.8973227,6.3284694,FollowupFinished,1/21/20 0:00,SN II,,0.307069339
2020fhj,242.1184346,29.01286657,Ignore,3/29/20 0:00,SN Ic-BL,0.085,0.090349817
2020cyz,213.1140383,-5.823430149,Ignore,3/29/20 0:00,SN Ia,0.11,
2020fsd,194.6819516,-2.286452729,Ignore,4/2/20 0:00,,,0.082729874
2020fsc,239.9154184,26.54764985,Ignore,4/2/20 0:00,,,0.0956344
2020fhf,227.5998601,8.789473246,Ignore,4/3/20 0:00,,,0.082061701
2020fle,236.5220291,17.62092709,Ignore,4/3/20 0:00,,,0.202074982
2020eyx,227.8091859,11.36468626,Ignore,4/3/20 0:00,,,0.059222121
2020cwg,190.7810044,11.21125776,Ignore,4/3/20 0:00,,,0.02949277
2020fuq,219.8182263,39.94577171,Interesting,32:38.4,,,0.074668699
2020ewx,229.3271051,13.02275104,Ignore,4/6/20 0:00,SN Ia,0.06,0.109260033
2020fhs,240.2761738,19.45018351,Ignore,4/8/20 0:00,SN Ia,0.01438,0.025820137
2020fwx,239.2270335,21.12188754,Ignore,4/8/20 0:00,,,0.239724557
2019wqf,217.5005874,39.94584112,FollowupFinished,1/18/20 0:00,SN Ia,0.033,0.036422382
2020zx,220.9574555,41.22888048,FollowupFinished,1/18/20 0:00,SN II,0.033,0.02491791
2020zj,240.3349321,16.67773728,NeedsTemplate,1/20/20 0:00,SN Ia,0.03157,0.246902928
2019yyb,135.9536129,-5.566821222,NeedsTemplate,12/30/19 0:00,SN Ia,0.068,0.062080077
2020fxe,240.6521397,34.13538271,Ignore,4/11/20 0:00,,,0.095916201
2020gkw,247.1286688,24.04978079,Ignore,4/11/20 0:00,,,0.082301164
2020has,193.9682793,6.873220464,Ignore,4/12/20 0:00,,,0.097096544
2020her,244.8377523,23.52058191,Ignore,4/16/20 0:00,,,0.118225593
2020hmc,195.366992,18.01253517,Ignore,4/16/20 0:00,,,0.364188828
2020hra,239.1862262,19.50051521,Ignore,15:21.6,,,0.335868294
2020epi,185.5365694,6.099734317,Ignore,4/17/20 0:00,SN Ic,0.024,0.034442921
2020itv,244.0461,34.15530833,Ignore,11:02.4,,,0.093297556
2020hrd,228.0011448,-7.48829648,Ignore,4/17/20 0:00,,,
2020hmj,227.6505033,-11.39432127,Ignore,4/17/20 0:00,,,0.100128987
2020kiq,185.4845601,12.60883374,Ignore,4/17/20 0:00,,,0.633937
2020hrb,135.0182725,26.90359211,Ignore,14:52.8,,,0.307141674
2020hif,201.4681862,34.60907179,Ignore,4/18/20 0:00,,,0.314405
2020heg,209.0630178,30.80730025,Ignore,21:07.2,,,0.108872769
2020kit,200.7676917,32.00926389,Ignore,56:09.6,,,0.23761218
2020iuv,210.1136814,30.859596,Ignore,4/18/20 0:00,,,0.103348229
2020iuu,208.44745,35.02233333,Ignore,00:28.8,,,0.323469259
2020itz,208.4654375,34.82975746,Ignore,4/18/20 0:00,,,0.323876422
2020hap,173.4790603,9.544269123,Ignore,4/18/20 0:00,,,0.165745505
2020itx,169.5223032,13.4595513,Ignore,10:04.8,,,0.201203302
2020hug,185.2593281,19.01591453,Ignore,4/18/20 10:26,,,0.040400516
2020iuy,187.9699333,12.66124722,Ignore,34:33.6,,,0.135358542
2020iul,181.4887854,17.48645238,Ignore,40:19.2,,,0.10445171
2020iwl,216.1976068,37.62573481,Ignore,4/19/20 12:21,,,0.014017799
2020ius,191.16535,11.84053056,Ignore,48:57.6,,,0.34815037
2020iuq,191.9286879,11.25414833,Ignore,48:57.6,,,0.092737434
2020ivq,231.6178472,12.48835843,Ignore,4/19/20 0:00,,,0.087170564
2020ivd,181.3034833,16.64190833,Ignore,20:09.6,,,0.186511586
2020iuz,178.0906292,16.43417222,Ignore,38:52.8,,,0.150206599
2020iwj,224.7369744,38.35498416,Ignore,4/19/20 0:00,,,0.100442473
2020iwi,214.2172324,42.09792008,Ignore,4/19/20 0:00,,,0.099710643
2020hep,229.9001776,11.20174769,Ignore,4/19/20 0:00,,,0.099774429
2020ivf,231.7020094,14.15007625,Ignore,4/19/20 0:00,,,0.199286006
2020ive,233.8673125,14.29445833,Ignore,44:38.4,,,0.103874835
2020ivl,229.1890083,13.63085278,Ignore,4/19/20 12:43,,,0.085863797
2020ivw,233.3166576,12.89008819,Ignore,4/19/20 0:00,,,0.054713503
2020ivj,228.0531875,14.72538889,Ignore,41:45.6,,,0.11898133
2020knn,226.5456375,14.18571111,Ignore,41:45.6,,,0.379906802
2020kir,221.4021083,-8.727238889,Ignore,56:38.4,,,
2020fwj,232.2928169,-3.11034863,Ignore,4/20/20 0:00,,,
2020iqy,223.1236068,-11.14640873,Ignore,4/20/20 0:00,,,
2020knx,213.598175,-5.178336111,Ignore,00:57.6,,,
2020gll,236.9225308,20.26109196,Ignore,4/20/20 0:00,,,0.114647895
2020fla,206.7399564,30.88510679,Ignore,4/20/20 0:00,,,0.185530346
2020hpu,205.1309514,35.99679997,Ignore,4/20/20 0:00,,,0.183455331
2020hik,191.8756135,17.40074415,Ignore,4/20/20 0:00,,,0.068190633
2020hro,228.8014298,0.484342002,Ignore,55:40.8,,,0.077337557
2020glj,237.234054,19.49821184,Ignore,4/20/20 0:00,,,0.091473499
2020fza,240.9081727,19.83768379,Ignore,4/20/20 0:00,,,0.068190633
2019igc,227.6746996,-9.074092175,Ignore,4/20/20 0:00,,,0.099690895
2020iwv,205.7589167,35.32008889,Ignore,36:57.6,,,0.014658321
2020iri,196.9566384,18.13037172,Ignore,4/20/20 0:00,,,0.061430991
2020igh,193.9566676,17.32917267,Ignore,4/20/20 0:00,,,0.069284404
2020iqk,208.9560197,34.16165467,Ignore,4/20/20 0:00,,,0.128935524
2020iqr,206.662825,32.48704722,Ignore,35:31.2,,,0.121818416
2020irh,192.8611426,6.589452361,Ignore,4/20/20 0:00,,,0.171556335
2020knw,227.0193089,-3.897698254,Ignore,4/20/20 0:00,,,0.356014176
2020kns,201.9880417,31.14370556,Ignore,34:04.8,,,0.322020328
2020knu,196.8612417,17.71397222,Ignore,06:43.2,,,0.249506188
2020irx,236.480125,16.11051944,Ignore,13:55.2,,,0.176823247
2020iqc,193.0928647,17.87079159,Ignore,4/20/20 0:00,,,0.121263867
2020irb,235.845299,14.28417889,Ignore,20:09.6,,,0.207925261
2020irg,196.3740702,17.86956472,Ignore,4/20/20 0:00,,,0.208250103
2020irn,186.270975,6.536647222,Ignore,13:55.2,,,0.29990798
2020iqp,197.3458778,6.846813237,Ignore,4/20/20 0:00,,,0.169052335
2020ixj,223.5936083,42.15987778,Ignore,24:28.8,,,0.561924
2020imm,195.8574875,-3.227977778,Ignore,16:19.2,,,0.009346009
2020koa,186.3587875,8.949466667,Ignore,08:38.4,,,0.23263613
2020koi,195.0791375,-4.517183333,Ignore,14:52.8,,,
2020imp,188.3102972,10.66414927,Ignore,29:16.8,,,0.155218649
2020kpk,228.273565,13.92995209,Ignore,50:52.8,,,
2020koh,196.5951667,-3.690641667,Ignore,16:19.2,,,0.092088299
2020ims,186.4524763,9.999110367,Ignore,4/19/20 0:00,,,0.319039773
2020imk,246.2975028,24.26063612,Ignore,4/21/20 0:00,,,0.163243603
2020inh,240.3811986,34.25610259,Ignore,4/21/20 0:00,,,0.094488122
2020ixm,241.7259928,34.54983818,Ignore,31:40.8,,,0.390802423
2020ixk,237.6801909,24.82425097,Ignore,59:31.2,,,0.465333
2020kpm,239.9969583,32.54271389,Ignore,30:14.4,,,0.169616
2020imf,245.7176232,32.83870576,Ignore,15:21.6,,,0.151657821
2020imh,216.6626875,42.82966389,Ignore,4/19/20 12:21,,,0.199421269
2020kpp,244.7158917,23.72631944,Ignore,4/19/20 14:02,,,
2020kpv,237.4201542,27.48485833,Ignore,19:40.8,,,0.246178
2020hjv,147.4974854,32.89523598,Ignore,4/22/20 0:00,,,0.087835159
2020hwk,153.8620596,2.335772999,Ignore,4/22/20 0:00,,,0.139371177
2020hdf,152.0453585,5.286327602,Ignore,4/12/20 6:43,,,0.302050795
2020hfm,154.838875,2.581282042,Ignore,20:09.6,,,0.1329932
2020hci,156.8355462,3.932485077,Ignore,46:04.8,,,0.195425237
2020hju,141.9256651,31.80854963,Ignore,16:48.0,,,0.179010705
2020hwu,155.9900674,-5.071748142,Ignore,12:57.6,,,
2020icp,154.4206834,-2.050779082,Ignore,54:54.0,,,0.0096052
2020jyp,152.6474683,1.777649564,Ignore,4/22/20 0:00,,,0.464017
2019aacq,158.9969744,-4.736446484,Ignore,4/22/20 0:00,,,
2020hxi,148.7352444,3.833688133,Ignore,05:45.6,,,0.342549161
2019aacp,143.9342555,31.279478,Ignore,4/22/20 0:00,,,0.369265428
2019aacg,161.9106864,-4.58234079,Ignore,4/22/20 0:00,,,
2020kps,150.6742383,3.012065693,Ignore,4/22/20 0:00,,,0.123961563
2020itq,158.1997807,-1.092794467,Ignore,15:50.4,,,0.11371132
2020ixl,132.7072458,27.80930278,Ignore,30:14.4,,,0.278994
2020kpt,135.2986895,27.84950075,Ignore,4/22/20 0:00,,,0.253812245
2020ftl,185.0157158,5.343329626,Following,4/2/20 6:23,SN Ia,0.0073,0.018896678
2020iir,238.507026,25.00512834,Ignore,4/27/20 0:00,,,0.156128454
2020ijc,248.4796701,33.90497468,Ignore,59:31.2,,,0.157318101
2020igg,230.3235722,10.28409866,Ignore,4/27/20 0:00,,,0.074618
2020ije,135.2262312,28.07051887,Ignore,34:33.6,,,0.152679638
2020ito,242.1353152,31.77419187,Ignore,4/27/20 0:00,,,0.163643422
2020ikz,184.8267179,13.72476115,Ignore,4/28/20 0:00,,,0.079375221
2020ikx,202.5730616,32.15750057,Ignore,4/28/20 0:00,,,0.238165121
2020iks,194.431418,2.604219889,Ignore,4/28/20 0:00,,,0.102107293
2020iky,147.6965043,31.22191505,Ignore,18:43.2,,,0.318321554
2020ino,243.2942218,36.49566398,Ignore,15:21.6,,,0.096700429
2020itp,239.7043749,32.54741372,Ignore,4/29/20 0:00,,,0.109139664
2020jvk,238.7562939,17.05025429,Ignore,4/29/20 0:00,,,0.290421376
2020iow,193.2694731,-4.640761196,Ignore,4/30/20 0:00,,,
2020ioy,178.1804546,17.1119407,Ignore,54:43.2,,,0.075613384
2020itc,239.2350024,33.07754038,Ignore,25:26.4,,,0.194680429
2020ite,186.5049746,5.07544532,Ignore,5/1/20 0:00,,,0.071448846
2020kgr,194.9596915,17.95852302,Ignore,5/2/20 0:00,,,0.112266528
2020iga,217.7258733,38.22599334,Ignore,5/2/20 0:00,,,0.135368049
2020iyu,216.78033,42.76997613,Ignore,5/2/20 0:00,,,0.206257958
2020iyt,227.4404249,-7.260125786,Ignore,5/2/20 0:00,,,
2020fwz,232.3228486,-2.791814525,Ignore,5/3/20 0:00,,,0.23481664
2020jba,240.8233782,34.3869471,Ignore,5/3/20 0:00,,,0.121717557
2020ixs,237.3507972,16.45501225,Ignore,4/27/20 0:00,,,0.048756811
2020jcy,242.1041569,23.60408309,Ignore,5/4/20 0:00,,,0.058128581
2020jdf,137.6918357,25.11389785,Ignore,04:19.2,,,0.08830831
2020ilb,145.2663934,34.73362038,Ignore,02:21.1,SN Ia,0.0499,0.043466729
2020jde,134.9597574,25.24465918,Ignore,17:45.6,,,0.068885017
2020awg,237.2604296,17.93786872,Ignore,5/5/20 0:00,SN II,0.03181,0.036253106
2020jeu,156.9619432,2.609421094,Ignore,5/5/20 0:00,,,0.032114517
2020jfx,224.8413075,39.78027115,Ignore,5/6/20 0:00,,,0.145947525
2020jed,174.978737,10.90766775,Ignore,5/6/20 0:00,,,0.044221854
2020ika,169.8170819,14.48644103,Ignore,5/6/20 0:00,,,0.064149512
2020jdz,205.0416462,29.46566744,Ignore,5/6/20 0:00,,,0.099636299
2020jli,219.789167,-9.23229451,Ignore,5/10/20 0:00,,,
2020jlj,228.0593417,9.673159633,Ignore,5/10/20 0:00,,,0.344349213
2020jlk,197.2370123,-0.735593427,Ignore,5/10/20 0:00,,,0.054689874
2020jpm,218.4905481,39.61688023,Ignore,5/11/20 0:00,,,0.291685286
2020jpp,183.2920196,13.41634923,Ignore,49:55.2,,,0.16786028
2020jpo,192.5258458,13.02687209,Ignore,5/11/20 0:00,,,0.197148283
2020jpq,152.734575,4.29981627,Ignore,5/11/20 0:00,,,0.104485262
2020kop,184.0769929,10.35686005,Ignore,5/11/20 0:00,,,0.033567874
2020kon,188.3738284,10.3905541,Ignore,48:28.8,,,0.229224
2020kuw,215.2489383,39.24237441,Ignore,5/11/20 0:00,,,0.313294498
2020jpw,142.6032238,-14.51615665,Ignore,5/11/20 6:07,,,
2020kux,141.59725,-13.93193333,Ignore,5/11/20 6:07,,,
2020jtj,242.6689715,25.44206362,Ignore,5/12/20 0:00,,,0.124249962
2020knt,203.6228083,32.00093611,Ignore,31:40.8,,,0.553056
2020jtk,243.0101482,24.5027758,Ignore,5/12/20 0:00,,,0.156814543
2020kuy,194.1352375,17.75316111,Ignore,34:33.6,,,0.117368
2020knv,140.693465,32.35441668,Ignore,5/12/20 0:00,,,
2020jnz,181.4605412,19.77510737,Ignore,5/12/20 0:00,,,0.069607197
2020jts,139.3828157,34.74170391,Ignore,15:50.4,,,0.075740611
2020jtq,146.7705419,33.78691551,Ignore,5/12/20 0:00,,,0.166362451
2020jtr,182.170759,19.87435807,Ignore,08:38.4,,,0.182825736
2020kpf,189.579417,-0.716635168,Ignore,5/13/20 0:00,,,
2020jvi,231.5347646,10.00966088,Ignore,17:45.6,,,0.103747163
2020kax,230.9016679,10.62513496,Ignore,5/13/20 0:00,,,0.148351564
2020jip,193.4560861,2.108801688,Interesting,04:29.0,,,0.105653
2020juk,155.1154809,-1.970071714,Ignore,11:08.2,,,0.042067
2020jzx,204.3312995,27.97052664,Ignore,5/15/20 0:00,,,0.099313
2020kaj,203.7035777,28.40248666,Ignore,5/15/20 0:00,SN Ia,0.14,0.601702
2020kak,202.9039873,30.9303256,Ignore,5/15/20 0:00,,,0.241344
2020kvf,202.9559017,30.54280817,Ignore,5/15/20 0:00,,,
2020kvg,221.4282907,42.4399433,Ignore,5/15/20 0:00,,,0.221882
2020kcl,242.3045204,32.86192586,Ignore,5/16/20 0:00,,,0.151467
2020kcf,180.0658874,17.47311554,Ignore,5/16/20 0:00,,,0.132031
2020kxv,248.1445629,31.95503464,Ignore,5/16/20 0:00,,,
2020jur,226.1426509,-11.41056581,Ignore,5/4/20 7:32,,,
2020jup,241.0420377,27.57694986,Ignore,4/29/20 0:00,,,0.18275
2020huf,192.9749542,16.28154722,Ignore,39:21.6,,,0.025577
2020kfe,190.8923513,2.645496671,Ignore,5/17/20 0:00,,,0.652256
2020jzs,232.4577593,13.93672169,Ignore,5/10/20 5:57,,,0.111906
2020hwg,191.6703335,-5.291538207,Ignore,5/17/20 0:00,,,0.122609747
2020kfh,169.6669288,9.325029282,Ignore,5/17/20 0:00,,,0.257954
2020kff,189.2153762,-0.722257575,Ignore,5/17/20 0:00,,,0.242483
2020kfj,197.2233532,-1.381662423,Ignore,5/17/20 0:00,,,0.157131
2020kfi,190.2488759,1.65585017,Ignore,5/17/20 0:00,,,0.146986
2020kfg,193.1211763,6.150436527,Ignore,5/17/20 0:00,,,0.305025
